// ID, state, Author, Date (Open), Date (Close)
// Date pattern: DD/MM/YYYY
// Issues from Repository: https://github.com/zulip/zulip

997,open,XXX,antifuchs,10/06/2016,Null
996,closed,XXX,akashnimare,10/06/2016,04/10/2016
995,closed,XXX,sharmaeklavya2,10/06/2016,12/06/2016
994,closed,XXX,sharmaeklavya2,09/06/2016,11/06/2016
993,open,XXX,timabbott,09/06/2016,Null
992,open,XXX,jdherg,09/06/2016,Null
991,open,XXX,rwbarton,09/06/2016,Null
990,closed,XXX,pito2901,09/06/2016,25/08/2016
989,closed,XXX,Jianchun1,09/06/2016,09/06/2016
988,closed,XXX,umairwaheed,09/06/2016,20/06/2016
987,closed,XXX,TroJan,09/06/2016,11/06/2016
986,closed,XXX,krtkmj,09/06/2016,05/08/2016
985,closed,XXX,hackerkid,08/06/2016,20/09/2016
984,open,XXX,jdherg,08/06/2016,Null
983,open,XXX,timabbott,08/06/2016,Null
982,closed,XXX,Jianchun1,08/06/2016,20/06/2016
981,closed,XXX,Jianchun1,08/06/2016,14/06/2016
980,closed,XXX,umairwaheed,08/06/2016,13/07/2016
979,open,XXX,timabbott,07/06/2016,Null
978,open,XXX,timabbott,07/06/2016,Null
977,open,XXX,timabbott,07/06/2016,Null
976,closed,XXX,hackerkid,07/06/2016,08/06/2016
975,open,XXX,timabbott,07/06/2016,Null
974,open,XXX,timabbott,07/06/2016,Null
973,open,XXX,timabbott,07/06/2016,Null
972,open,XXX,timabbott,07/06/2016,Null
971,open,XXX,hackerkid,07/06/2016,Null
970,closed,XXX,TomaszKolek,07/06/2016,07/06/2016
969,closed,XXX,Jianchun1,07/06/2016,13/06/2016
968,closed,XXX,umairwaheed,07/06/2016,08/06/2016
967,closed,XXX,acrefoot,07/06/2016,08/10/2016
966,closed,XXX,knowcliu,07/06/2016,09/06/2016
965,closed,XXX,dhanus,07/06/2016,26/06/2016
964,closed,XXX,timabbott,06/06/2016,11/06/2016
963,open,XXX,timabbott,06/06/2016,Null
962,closed,XXX,timabbott,06/06/2016,17/06/2016
961,closed,XXX,hackerkid,06/06/2016,06/06/2016
960,closed,XXX,umairwaheed,06/06/2016,06/06/2016
959,open,XXX,brainwane,06/06/2016,Null
958,closed,XXX,cpdean,06/06/2016,04/07/2016
957,closed,XXX,medullaskyline,05/06/2016,10/06/2016
956,closed,XXX,iamaspacecow,05/06/2016,26/06/2016
955,closed,XXX,palmerev,05/06/2016,07/06/2016
954,closed,XXX,medullaskyline,05/06/2016,05/06/2016
953,closed,XXX,Dalek-Sec,05/06/2016,05/06/2016
952,closed,XXX,medullaskyline,05/06/2016,05/06/2016
951,closed,XXX,hyunchel,05/06/2016,08/06/2016
950,closed,XXX,palmerev,05/06/2016,06/06/2016
949,closed,XXX,dawran6,05/06/2016,05/06/2016
948,closed,XXX,hyunchel,05/06/2016,05/06/2016
947,closed,XXX,dawran6,05/06/2016,05/06/2016
946,closed,XXX,palmerev,05/06/2016,05/06/2016
945,closed,XXX,hyunchel,05/06/2016,05/06/2016
944,closed,XXX,medullaskyline,05/06/2016,05/06/2016
943,closed,XXX,hyunchel,05/06/2016,05/06/2016
942,closed,XXX,medullaskyline,05/06/2016,05/06/2016
941,closed,XXX,dawran6,05/06/2016,05/06/2016
940,closed,XXX,medullaskyline,05/06/2016,20/06/2016
939,closed,XXX,dawran6,05/06/2016,05/06/2016
938,closed,XXX,hyunchel,05/06/2016,05/06/2016
937,closed,XXX,medullaskyline,05/06/2016,05/06/2016
936,open,XXX,sharmaeklavya2,05/06/2016,Null
935,closed,XXX,dawran6,05/06/2016,05/06/2016
934,closed,XXX,dawran6,05/06/2016,05/06/2016
933,open,XXX,timabbott,05/06/2016,Null
932,closed,XXX,TomaszKolek,05/06/2016,07/06/2016
931,open,XXX,MarkCupitt,05/06/2016,Null
930,closed,XXX,Jianchun1,05/06/2016,11/06/2016
929,closed,XXX,dhanus,05/06/2016,05/06/2016
928,closed,XXX,Dalek-Sec,05/06/2016,05/06/2016
927,closed,XXX,iamaspacecow,05/06/2016,05/06/2016
926,closed,XXX,pxhanus,05/06/2016,05/06/2016
925,closed,XXX,acrefoot,05/06/2016,05/06/2016
924,closed,XXX,medullaskyline,05/06/2016,05/06/2016
923,closed,XXX,brainwane,05/06/2016,06/06/2016
922,closed,XXX,brainwane,05/06/2016,17/06/2016
921,open,XXX,timabbott,05/06/2016,Null
920,closed,XXX,acrefoot,05/06/2016,05/06/2016
919,closed,XXX,timabbott,05/06/2016,08/06/2016
918,closed,XXX,medullaskyline,05/06/2016,05/06/2016
917,closed,XXX,dawran6,05/06/2016,05/06/2016
916,closed,XXX,medullaskyline,04/06/2016,04/06/2016
915,closed,XXX,dawran6,04/06/2016,05/06/2016
914,closed,XXX,rwbarton,04/06/2016,05/06/2016
913,closed,XXX,krtkmj,04/06/2016,05/08/2016
912,closed,XXX,bkeyvani,04/06/2016,12/06/2016
911,closed,XXX,rwbarton,04/06/2016,04/06/2016
910,closed,XXX,iamaspacecow,04/06/2016,04/06/2016
909,closed,XXX,medullaskyline,04/06/2016,04/06/2016
908,open,XXX,brainwane,04/06/2016,Null
907,closed,XXX,iamaspacecow,04/06/2016,04/06/2016
906,closed,XXX,Jianchun1,04/06/2016,06/06/2016
905,closed,XXX,TroJan,04/06/2016,04/06/2016
904,closed,XXX,knowcliu,04/06/2016,09/06/2016
903,closed,XXX,jdherg,04/06/2016,10/07/2016
902,closed,XXX,hackerkid,04/06/2016,17/06/2016
901,closed,XXX,porterjamesj,04/06/2016,23/06/2016
900,open,XXX,brainwane,04/06/2016,Null
899,closed,XXX,brainwane,04/06/2016,05/06/2016
898,closed,XXX,medullaskyline,04/06/2016,04/06/2016
897,closed,XXX,cpdean,03/06/2016,05/06/2016
896,open,XXX,cpdean,03/06/2016,Null
895,closed,XXX,medullaskyline,03/06/2016,04/06/2016
894,closed,XXX,medullaskyline,03/06/2016,03/06/2016
893,closed,XXX,neruson,03/06/2016,18/07/2016
892,closed,XXX,netoxico,03/06/2016,06/06/2016
891,closed,XXX,iamaspacecow,03/06/2016,04/06/2016
890,closed,XXX,cpdean,03/06/2016,04/06/2016
889,closed,XXX,gregmccoy,03/06/2016,04/06/2016
888,closed,XXX,medullaskyline,03/06/2016,04/06/2016
887,closed,XXX,brainwane,03/06/2016,12/07/2016
886,open,XXX,rwbarton,03/06/2016,Null
885,closed,XXX,neruson,03/06/2016,04/06/2016
884,closed,XXX,florean,03/06/2016,08/06/2016
883,open,XXX,florean,03/06/2016,Null
882,closed,XXX,timabbott,03/06/2016,05/06/2016
881,closed,XXX,neruson,03/06/2016,03/06/2016
880,closed,XXX,timabbott,03/06/2016,18/08/2016
879,closed,XXX,timabbott,03/06/2016,23/08/2016
878,closed,XXX,timabbott,03/06/2016,30/06/2016
877,closed,XXX,timabbott,03/06/2016,04/10/2016
876,closed,XXX,iamaspacecow,03/06/2016,03/06/2016
875,closed,XXX,porterjamesj,03/06/2016,05/06/2016
874,closed,XXX,OrenLeaffer,03/06/2016,22/07/2016
873,closed,XXX,gregmccoy,03/06/2016,06/06/2016
872,open,XXX,jdherg,03/06/2016,Null
871,closed,XXX,cpdean,03/06/2016,03/06/2016
870,closed,XXX,florean,02/06/2016,03/06/2016
869,closed,XXX,peiwei,02/06/2016,02/06/2016
868,closed,XXX,acrefoot,02/06/2016,03/06/2016
867,closed,XXX,cpdean,02/06/2016,03/06/2016
866,closed,XXX,ashley-dunn,02/06/2016,02/06/2016
865,closed,XXX,rachelkelly,02/06/2016,02/06/2016
864,open,XXX,timabbott,02/06/2016,Null
863,open,XXX,pacopablo,02/06/2016,Null
862,closed,XXX,rbcarson,02/06/2016,07/06/2016
861,closed,XXX,rachelkelly,02/06/2016,02/06/2016
860,closed,XXX,timabbott,02/06/2016,13/09/2016
859,closed,XXX,TroJan,02/06/2016,02/06/2016
858,closed,XXX,pacopablo,02/06/2016,02/06/2016
857,closed,XXX,krtkmj,02/06/2016,06/07/2016
856,closed,XXX,umairwaheed,02/06/2016,09/06/2016
855,closed,XXX,timabbott,01/06/2016,04/06/2016
854,closed,XXX,TomaszKolek,01/06/2016,07/06/2016
853,closed,XXX,timabbott,01/06/2016,09/06/2016
852,open,XXX,pwrmiller,01/06/2016,Null
851,closed,XXX,kunall17,01/06/2016,17/06/2016
850,open,XXX,krtkmj,31/05/2016,Null
849,closed,XXX,umairwaheed,31/05/2016,03/06/2016
848,closed,XXX,TomaszKolek,31/05/2016,31/05/2016
847,closed,XXX,gnprice,30/05/2016,31/05/2016
846,closed,XXX,TomaszKolek,30/05/2016,31/05/2016
845,closed,XXX,ashishk1994,30/05/2016,31/05/2016
844,closed,XXX,rwbarton,30/05/2016,30/05/2016
843,closed,XXX,hackerkid,28/05/2016,05/06/2016
842,closed,XXX,hackerkid,28/05/2016,29/05/2016
841,closed,XXX,TomaszKolek,28/05/2016,04/06/2016
840,closed,XXX,TomaszKolek,27/05/2016,14/06/2016
839,open,XXX,TomaszKolek,27/05/2016,Null
838,closed,XXX,hackerkid,26/05/2016,31/05/2016
837,closed,XXX,umairwaheed,26/05/2016,26/05/2016
836,closed,XXX,esander91,25/05/2016,05/06/2016
835,closed,XXX,esander91,25/05/2016,24/06/2016
834,closed,XXX,sharmaeklavya2,25/05/2016,25/05/2016
833,closed,XXX,sharmaeklavya2,25/05/2016,25/05/2016
832,closed,XXX,umairwaheed,25/05/2016,07/06/2016
831,closed,XXX,hackerkid,25/05/2016,27/05/2016
830,closed,XXX,TomaszKolek,24/05/2016,31/05/2016
829,open,XXX,sharmaeklavya2,24/05/2016,Null
828,closed,XXX,sharmaeklavya2,24/05/2016,24/05/2016
827,closed,XXX,sharmaeklavya2,24/05/2016,25/05/2016
826,closed,XXX,brainwane,24/05/2016,31/05/2016
825,closed,XXX,sharmaeklavya2,24/05/2016,24/05/2016
824,closed,XXX,sharmaeklavya2,24/05/2016,24/05/2016
823,closed,XXX,sharmaeklavya2,24/05/2016,29/05/2016
822,open,XXX,sharmaeklavya2,24/05/2016,Null
821,closed,XXX,TomaszKolek,23/05/2016,04/06/2016
820,closed,XXX,TomaszKolek,23/05/2016,16/06/2016
819,closed,XXX,krtkmj,23/05/2016,01/07/2016
818,closed,XXX,umairwaheed,23/05/2016,31/05/2016
817,closed,XXX,hackerkid,22/05/2016,09/06/2016
816,closed,XXX,ashishk1994,22/05/2016,08/06/2016
815,closed,XXX,sharmaeklavya2,21/05/2016,30/05/2016
814,closed,XXX,sharmaeklavya2,20/05/2016,22/05/2016
813,closed,XXX,kfdm,20/05/2016,20/05/2016
812,closed,XXX,TomaszKolek,19/05/2016,21/06/2016
811,closed,XXX,hackerkid,19/05/2016,19/05/2016
810,closed,XXX,timabbott,19/05/2016,04/06/2016
809,closed,XXX,timabbott,18/05/2016,21/06/2016
808,closed,XXX,christi3k,18/05/2016,16/06/2016
807,open,XXX,TomaszKolek,18/05/2016,Null
806,closed,XXX,qk4l,18/05/2016,21/06/2016
805,closed,XXX,timabbott,18/05/2016,09/07/2016
804,open,XXX,sharmaeklavya2,17/05/2016,Null
803,closed,XXX,sharmaeklavya2,17/05/2016,18/05/2016
802,closed,XXX,arisfkiaras,17/05/2016,19/05/2016
801,closed,XXX,TomaszKolek,16/05/2016,18/05/2016
800,closed,XXX,timapril,16/05/2016,21/06/2016
799,closed,XXX,ChinaVogel,16/05/2016,31/05/2016
798,open,XXX,corykitchens,16/05/2016,Null
797,closed,XXX,brainwane,15/05/2016,24/05/2016
796,closed,XXX,brainwane,14/05/2016,17/05/2016
795,closed,XXX,brainwane,14/05/2016,03/06/2016
794,closed,XXX,brainwane,14/05/2016,17/05/2016
793,closed,XXX,brainwane,13/05/2016,14/05/2016
792,closed,XXX,christi3k,13/05/2016,12/09/2016
791,closed,XXX,grahamegrieve,13/05/2016,14/05/2016
790,open,XXX,jmandel,13/05/2016,Null
789,open,XXX,grahamegrieve,13/05/2016,Null
788,closed,XXX,timabbott,13/05/2016,31/05/2016
787,closed,XXX,timabbott,12/05/2016,08/10/2016
786,closed,XXX,timabbott,12/05/2016,13/05/2016
785,closed,XXX,TomaszKolek,12/05/2016,13/05/2016
784,closed,XXX,timabbott,12/05/2016,31/05/2016
783,open,XXX,timabbott,12/05/2016,Null
782,closed,XXX,umairwaheed,12/05/2016,12/05/2016
781,closed,XXX,TomaszKolek,12/05/2016,12/05/2016
780,closed,XXX,AcidWeb,12/05/2016,12/05/2016
779,closed,XXX,neerajwahi,11/05/2016,06/07/2016
778,open,XXX,neerajwahi,11/05/2016,Null
777,closed,XXX,phansen01,11/05/2016,19/05/2016
776,closed,XXX,acrefoot,11/05/2016,30/07/2016
775,closed,XXX,umairwaheed,11/05/2016,20/05/2016
774,closed,XXX,brainwane,11/05/2016,11/05/2016
773,closed,XXX,brainwane,11/05/2016,17/05/2016
772,closed,XXX,brainwane,11/05/2016,11/05/2016
771,closed,XXX,stijlist,10/05/2016,21/06/2016
770,closed,XXX,tcarrio,10/05/2016,11/05/2016
769,open,XXX,rahuldeve,10/05/2016,Null
768,closed,XXX,TomaszKolek,09/05/2016,12/05/2016
767,closed,XXX,blablacio,08/05/2016,08/05/2016
766,closed,XXX,timabbott,07/05/2016,09/05/2016
765,open,XXX,christi3k,07/05/2016,Null
764,closed,XXX,timabbott,07/05/2016,12/05/2016
763,closed,XXX,timabbott,07/05/2016,07/05/2016
762,closed,XXX,christi3k,07/05/2016,31/05/2016
761,closed,XXX,TomaszKolek,07/05/2016,19/05/2016
760,closed,XXX,TomaszKolek,06/05/2016,07/05/2016
759,closed,XXX,ashishk1994,06/05/2016,08/06/2016
758,open,XXX,brainwane,06/05/2016,Null
757,closed,XXX,mrunkel,06/05/2016,07/07/2016
756,closed,XXX,TomaszKolek,05/05/2016,14/07/2016
755,closed,XXX,timabbott,05/05/2016,06/05/2016
754,open,XXX,jmandel,05/05/2016,Null
753,open,XXX,jmandel,05/05/2016,Null
752,open,XXX,MarkCupitt,05/05/2016,Null
751,closed,XXX,timabbott,03/05/2016,03/05/2016
750,open,XXX,christi3k,03/05/2016,Null
749,open,XXX,krtkmj,03/05/2016,Null
748,closed,XXX,christi3k,03/05/2016,31/05/2016
747,closed,XXX,christi3k,03/05/2016,31/05/2016
746,open,XXX,reyman,03/05/2016,Null
745,closed,XXX,phansen01,03/05/2016,08/05/2016
744,closed,XXX,timabbott,02/05/2016,02/05/2016
743,open,XXX,brainwane,02/05/2016,Null
742,open,XXX,timabbott,02/05/2016,Null
741,closed,XXX,jmandel,02/05/2016,09/05/2016
740,open,XXX,krtkmj,02/05/2016,Null
739,closed,XXX,sharmaeklavya2,01/05/2016,01/05/2016
738,closed,XXX,sharmaeklavya2,01/05/2016,01/05/2016
737,closed,XXX,sharmaeklavya2,01/05/2016,01/05/2016
736,closed,XXX,timabbott,29/04/2016,08/05/2016
735,open,XXX,timabbott,29/04/2016,Null
734,open,XXX,timabbott,29/04/2016,Null
733,closed,XXX,timabbott,28/04/2016,12/09/2016
732,open,XXX,timabbott,28/04/2016,Null
731,open,XXX,timabbott,28/04/2016,Null
730,closed,XXX,timabbott,28/04/2016,27/09/2016
729,open,XXX,timabbott,28/04/2016,Null
728,open,XXX,timabbott,28/04/2016,Null
727,closed,XXX,timabbott,28/04/2016,31/05/2016
726,closed,XXX,timabbott,28/04/2016,20/05/2016
725,closed,XXX,timabbott,28/04/2016,12/09/2016
724,open,XXX,timabbott,28/04/2016,Null
723,closed,XXX,sharmaeklavya2,28/04/2016,28/04/2016
722,closed,XXX,timabbott,28/04/2016,28/06/2016
721,closed,XXX,sharmaeklavya2,28/04/2016,28/04/2016
720,closed,XXX,sharmaeklavya2,28/04/2016,28/04/2016
719,closed,XXX,sharmaeklavya2,27/04/2016,27/04/2016
718,closed,XXX,goelakash,27/04/2016,28/04/2016
717,closed,XXX,timabbott,27/04/2016,28/06/2016
716,open,XXX,timabbott,27/04/2016,Null
715,open,XXX,timabbott,27/04/2016,Null
714,open,XXX,timabbott,27/04/2016,Null
713,open,XXX,timabbott,27/04/2016,Null
712,closed,XXX,timabbott,27/04/2016,15/06/2016
711,open,XXX,mjec,26/04/2016,Null
710,closed,XXX,sharmaeklavya2,26/04/2016,28/04/2016
709,closed,XXX,timabbott,26/04/2016,14/07/2016
708,closed,XXX,timabbott,26/04/2016,26/05/2016
707,closed,XXX,timabbott,26/04/2016,19/09/2016
706,closed,XXX,sharmaeklavya2,25/04/2016,25/04/2016
705,closed,XXX,hackerkid,25/04/2016,26/04/2016
704,closed,XXX,sharmaeklavya2,25/04/2016,28/04/2016
703,closed,XXX,sharmaeklavya2,25/04/2016,25/04/2016
702,closed,XXX,sharmaeklavya2,25/04/2016,25/04/2016
701,closed,XXX,sharmaeklavya2,24/04/2016,25/04/2016
700,closed,XXX,kou,24/04/2016,27/08/2016
699,closed,XXX,umairwaheed,23/04/2016,09/05/2016
698,closed,XXX,JoyceBabu,23/04/2016,23/04/2016
697,closed,XXX,hackerkid,22/04/2016,25/04/2016
696,open,XXX,timabbott,22/04/2016,Null
695,open,XXX,timabbott,22/04/2016,Null
694,open,XXX,timabbott,22/04/2016,Null
693,open,XXX,timabbott,22/04/2016,Null
692,open,XXX,timabbott,22/04/2016,Null
691,closed,XXX,dwrpayne,21/04/2016,19/05/2016
690,closed,XXX,hackerkid,21/04/2016,22/04/2016
689,open,XXX,timabbott,21/04/2016,Null
688,closed,XXX,dwrpayne,21/04/2016,26/04/2016
687,open,XXX,Wolodija,21/04/2016,Null
686,closed,XXX,dwrpayne,21/04/2016,21/04/2016
685,closed,XXX,hackerkid,20/04/2016,20/04/2016
684,closed,XXX,mjec,20/04/2016,24/06/2016
683,closed,XXX,dwrpayne,20/04/2016,26/04/2016
682,closed,XXX,timabbott,20/04/2016,29/04/2016
681,closed,XXX,dwrpayne,19/04/2016,20/04/2016
680,closed,XXX,sharmaeklavya2,18/04/2016,28/04/2016
679,closed,XXX,akashnimare,17/04/2016,21/06/2016
678,closed,XXX,hackerkid,16/04/2016,19/04/2016
677,open,XXX,brainwane,15/04/2016,Null
676,open,XXX,brainwane,15/04/2016,Null
675,open,XXX,brainwane,15/04/2016,Null
674,closed,XXX,brainwane,15/04/2016,12/05/2016
673,closed,XXX,timabbott,15/04/2016,08/08/2016
672,open,XXX,brainwane,15/04/2016,Null
671,open,XXX,brainwane,15/04/2016,Null
670,open,XXX,brainwane,15/04/2016,Null
669,closed,XXX,brainwane,15/04/2016,25/08/2016
668,closed,XXX,brainwane,15/04/2016,31/05/2016
667,closed,XXX,TomaszKolek,14/04/2016,20/04/2016
666,open,XXX,timabbott,14/04/2016,Null
665,closed,XXX,timabbott,14/04/2016,09/06/2016
664,closed,XXX,timabbott,14/04/2016,16/05/2016
663,closed,XXX,anteq,14/04/2016,28/04/2016
662,closed,XXX,ryansnowboarder,14/04/2016,14/04/2016
661,closed,XXX,ryansnowboarder,14/04/2016,14/04/2016
660,closed,XXX,timabbott,13/04/2016,20/07/2016
659,closed,XXX,akashnimare,13/04/2016,29/09/2016
658,closed,XXX,timabbott,13/04/2016,20/04/2016
657,closed,XXX,brainwane,13/04/2016,13/04/2016
656,closed,XXX,timabbott,13/04/2016,21/04/2016
655,open,XXX,vfortier-solenix,12/04/2016,Null
654,closed,XXX,akashnimare,12/04/2016,28/09/2016
653,open,XXX,chapmanc,11/04/2016,Null
652,closed,XXX,TomaszKolek,11/04/2016,26/04/2016
651,open,XXX,timabbott,11/04/2016,Null
650,closed,XXX,timabbott,11/04/2016,19/04/2016
649,closed,XXX,hackerkid,11/04/2016,12/04/2016
648,closed,XXX,Vallher,11/04/2016,14/09/2016
647,open,XXX,wdaher,11/04/2016,Null
646,open,XXX,timabbott,10/04/2016,Null
645,closed,XXX,hackerkid,10/04/2016,10/04/2016
644,closed,XXX,hackerkid,09/04/2016,13/04/2016
643,closed,XXX,anindya,09/04/2016,09/04/2016
642,closed,XXX,hackerkid,08/04/2016,09/04/2016
641,closed,XXX,hackerkid,08/04/2016,08/04/2016
640,closed,XXX,sharmaeklavya2,08/04/2016,12/04/2016
639,closed,XXX,ashishk1994,07/04/2016,28/04/2016
638,closed,XXX,varshit97,07/04/2016,07/04/2016
637,closed,XXX,sharmaeklavya2,07/04/2016,07/04/2016
636,closed,XXX,timabbott,07/04/2016,07/04/2016
635,closed,XXX,timabbott,06/04/2016,28/04/2016
634,closed,XXX,timabbott,06/04/2016,13/04/2016
633,closed,XXX,disissid,04/04/2016,04/04/2016
632,open,XXX,disissid,04/04/2016,Null
631,closed,XXX,ashishk1994,04/04/2016,29/04/2016
630,closed,XXX,timabbott,04/04/2016,05/04/2016
629,closed,XXX,arisfkiaras,03/04/2016,08/04/2016
628,closed,XXX,sharmaeklavya2,03/04/2016,05/04/2016
627,open,XXX,timabbott,02/04/2016,Null
626,open,XXX,danshev,02/04/2016,Null
625,closed,XXX,ashishk1994,02/04/2016,03/04/2016
624,closed,XXX,ashishk1994,02/04/2016,02/04/2016
623,closed,XXX,danshev,02/04/2016,03/04/2016
622,closed,XXX,timabbott,02/04/2016,03/04/2016
621,closed,XXX,timabbott,02/04/2016,27/06/2016
620,closed,XXX,timabbott,02/04/2016,09/05/2016
619,closed,XXX,timabbott,02/04/2016,26/04/2016
618,closed,XXX,timabbott,02/04/2016,08/09/2016
617,closed,XXX,timabbott,02/04/2016,12/05/2016
616,closed,XXX,w4yh,01/04/2016,01/04/2016
615,closed,XXX,w4yh,01/04/2016,27/08/2016
614,open,XXX,ashishk1994,01/04/2016,Null
613,closed,XXX,varshit97,01/04/2016,12/05/2016
612,closed,XXX,kevinr,31/03/2016,08/07/2016
611,open,XXX,timabbott,31/03/2016,Null
610,open,XXX,timabbott,31/03/2016,Null
609,closed,XXX,timabbott,31/03/2016,03/04/2016
608,closed,XXX,007,31/03/2016,31/03/2016
607,closed,XXX,timabbott,31/03/2016,19/05/2016
606,closed,XXX,buhino,31/03/2016,08/04/2016
605,closed,XXX,varshit97,30/03/2016,31/03/2016
604,closed,XXX,akashnimare,29/03/2016,30/03/2016
603,closed,XXX,akashnimare,29/03/2016,29/03/2016
602,closed,XXX,SummerBulb,29/03/2016,29/03/2016
601,open,XXX,danshev,29/03/2016,Null
600,closed,XXX,reyman,28/03/2016,08/04/2016
599,open,XXX,lfaraone,28/03/2016,Null
598,closed,XXX,timabbott,27/03/2016,09/05/2016
597,closed,XXX,timabbott,27/03/2016,28/03/2016
596,closed,XXX,sharmaeklavya2,27/03/2016,20/04/2016
595,open,XXX,timabbott,27/03/2016,Null
594,closed,XXX,SummerBulb,27/03/2016,27/03/2016
593,closed,XXX,ryansnowboarder,26/03/2016,08/06/2016
592,closed,XXX,Croolis,26/03/2016,08/06/2016
591,closed,XXX,reyman,26/03/2016,28/03/2016
590,closed,XXX,ryansnowboarder,26/03/2016,26/03/2016
589,closed,XXX,ryansnowboarder,25/03/2016,26/03/2016
588,closed,XXX,anindya,25/03/2016,08/04/2016
587,open,XXX,Plonski,25/03/2016,Null
586,closed,XXX,danshev,25/03/2016,28/03/2016
585,open,XXX,Optimus-Nishant,25/03/2016,Null
584,closed,XXX,rahuldeve,24/03/2016,06/05/2016
583,closed,XXX,sharmaeklavya2,24/03/2016,20/04/2016
582,closed,XXX,krtkmj,24/03/2016,27/03/2016
581,closed,XXX,ryansnowboarder,24/03/2016,31/03/2016
580,closed,XXX,zbenjamin,24/03/2016,30/03/2016
579,closed,XXX,sharmaeklavya2,23/03/2016,30/03/2016
578,closed,XXX,zbenjamin,23/03/2016,30/03/2016
577,closed,XXX,kunall17,23/03/2016,27/03/2016
576,closed,XXX,kunall17,23/03/2016,27/03/2016
575,closed,XXX,ashishk1994,23/03/2016,30/03/2016
574,closed,XXX,blablacio,23/03/2016,24/03/2016
573,closed,XXX,ryansnowboarder,22/03/2016,04/04/2016
572,closed,XXX,ryansnowboarder,22/03/2016,22/03/2016
571,closed,XXX,rahuldeve,22/03/2016,24/03/2016
570,open,XXX,Alpus,22/03/2016,Null
569,closed,XXX,sharmaeklavya2,22/03/2016,01/04/2016
568,closed,XXX,goelakash,21/03/2016,29/03/2016
567,closed,XXX,goelakash,21/03/2016,30/03/2016
566,open,XXX,Alpus,21/03/2016,Null
565,closed,XXX,Alpus,21/03/2016,24/06/2016
564,open,XXX,Alpus,21/03/2016,Null
563,open,XXX,Alpus,21/03/2016,Null
562,open,XXX,Alpus,21/03/2016,Null
561,open,XXX,chandan5,21/03/2016,Null
560,closed,XXX,chandan5,21/03/2016,21/03/2016
559,closed,XXX,blablacio,21/03/2016,01/04/2016
558,open,XXX,SummerBulb,21/03/2016,Null
557,closed,XXX,goelakash,21/03/2016,12/06/2016
556,closed,XXX,lfaraone,21/03/2016,21/03/2016
555,closed,XXX,lfaraone,21/03/2016,21/03/2016
554,closed,XXX,timabbott,21/03/2016,05/08/2016
553,closed,XXX,timabbott,20/03/2016,22/03/2016
552,open,XXX,timabbott,20/03/2016,Null
551,closed,XXX,timabbott,19/03/2016,25/08/2016
550,closed,XXX,chandan5,19/03/2016,20/03/2016
549,open,XXX,timabbott,19/03/2016,Null
548,closed,XXX,timabbott,18/03/2016,13/06/2016
547,closed,XXX,blablacio,17/03/2016,18/03/2016
546,closed,XXX,GedLawrenson,17/03/2016,30/03/2016
545,closed,XXX,sharmaeklavya2,17/03/2016,09/07/2016
544,open,XXX,blablacio,17/03/2016,Null
543,closed,XXX,blablacio,17/03/2016,26/04/2016
542,closed,XXX,blablacio,17/03/2016,20/03/2016
541,open,XXX,cjb,17/03/2016,Null
540,closed,XXX,varshit97,16/03/2016,18/03/2016
539,closed,XXX,ashishk1994,16/03/2016,30/03/2016
538,closed,XXX,danshev,16/03/2016,13/07/2016
537,closed,XXX,TomaszKolek,15/03/2016,08/04/2016
536,closed,XXX,timabbott,15/03/2016,27/03/2016
535,open,XXX,timabbott,15/03/2016,Null
534,closed,XXX,disissid,15/03/2016,09/04/2016
533,closed,XXX,varshit97,15/03/2016,16/03/2016
532,closed,XXX,anindya,15/03/2016,18/03/2016
531,closed,XXX,TomaszKolek,15/03/2016,22/04/2016
530,closed,XXX,priya299,15/03/2016,18/03/2016
529,closed,XXX,krtkmj,15/03/2016,15/03/2016
528,open,XXX,disissid,14/03/2016,Null
527,closed,XXX,jmandel,14/03/2016,19/03/2016
526,open,XXX,datamuc,14/03/2016,Null
525,open,XXX,krtkmj,14/03/2016,Null
524,closed,XXX,ashishk1994,14/03/2016,16/03/2016
523,closed,XXX,ashishk1994,13/03/2016,16/03/2016
522,closed,XXX,Alpus,13/03/2016,20/03/2016
521,closed,XXX,timabbott,13/03/2016,18/03/2016
520,closed,XXX,varshit97,13/03/2016,03/04/2016
519,open,XXX,avikantz,13/03/2016,Null
518,closed,XXX,Saketnandan,12/03/2016,12/03/2016
517,closed,XXX,sharmaeklavya2,12/03/2016,12/03/2016
516,closed,XXX,krtkmj,12/03/2016,20/03/2016
515,closed,XXX,disissid,11/03/2016,09/04/2016
514,closed,XXX,disissid,11/03/2016,11/10/2016
513,closed,XXX,TomaszKolek,11/03/2016,15/03/2016
512,closed,XXX,varshit97,11/03/2016,19/09/2016
511,closed,XXX,timabbott,11/03/2016,19/03/2016
510,closed,XXX,timabbott,11/03/2016,13/03/2016
509,open,XXX,anindya,10/03/2016,Null
508,open,XXX,kevchentw,10/03/2016,Null
507,closed,XXX,SummerBulb,10/03/2016,10/10/2016
506,closed,XXX,sharmaeklavya2,10/03/2016,27/04/2016
505,closed,XXX,ashishk1994,10/03/2016,13/03/2016
504,closed,XXX,krtkmj,10/03/2016,10/03/2016
503,closed,XXX,disissid,09/03/2016,13/03/2016
502,closed,XXX,jmandel,09/03/2016,07/07/2016
501,closed,XXX,sharmaeklavya2,09/03/2016,12/03/2016
